ProductKey,EnglishProductName,StandardCost,ListPrice,DealerPrice,Weight,SafetyStockLevel,ReorderPoint,DaysToManufacture
560,"Touring-2000 Blue, 60",755.1508,1214.85,728.91,27.9,100,75,4
561,"Touring-1000 Yellow, 46",1481.9379,2384.07,1430.442,25.13,100,75,4
562,"Touring-1000 Yellow, 50",1481.9379,2384.07,1430.442,25.42,100,75,4
563,"Touring-1000 Yellow, 54",1481.9379,2384.07,1430.442,25.68,100,75,4
564,"Touring-1000 Yellow, 60",1481.9379,2384.07,1430.442,25.9,100,75,4
565,"Touring-3000 Blue, 54",461.4448,742.35,445.41,29.68,100,75,4
566,"Touring-3000 Blue, 58",461.4448,742.35,445.41,29.9,100,75,4
567,"Touring-3000 Blue, 62",461.4448,742.35,445.41,30.0,100,75,4
568,"Touring-3000 Yellow, 44",461.4448,742.35,445.41,28.77,100,75,4
569,"Touring-3000 Yellow, 50",461.4448,742.35,445.41,29.13,100,75,4
570,"Touring-3000 Yellow, 54",461.4448,742.35,445.41,29.42,100,75,4
571,"Touring-3000 Yellow, 58",461.4448,742.35,445.41,29.79,100,75,4
572,"Touring-3000 Yellow, 62",461.4448,742.35,445.41,30.0,100,75,4
573,"Touring-1000 Blue, 46",1481.9379,2384.07,1430.442,25.13,100,75,4
574,"Touring-1000 Blue, 50",1481.9379,2384.07,1430.442,25.42,100,75,4
575,"Touring-1000 Blue, 54",1481.9379,2384.07,1430.442,25.68,100,75,4
576,"Touring-1000 Blue, 60",1481.9379,2384.07,1430.442,25.9,100,75,4
577,"Touring-2000 Blue, 46",755.1508,1214.85,728.91,27.13,100,75,4
578,"Touring-2000 Blue, 50",755.1508,1214.85,728.91,27.42,100,75,4
579,"Touring-2000 Blue, 54",755.1508,1214.85,728.91,27.68,100,75,4
580,"Road-350-W Yellow, 40",1082.51,1700.99,1020.594,15.35,100,75,4
581,"Road-350-W Yellow, 42",1082.51,1700.99,1020.594,15.77,100,75,4
582,"Road-350-W Yellow, 44",1082.51,1700.99,1020.594,16.13,100,75,4
583,"Road-350-W Yellow, 48",1082.51,1700.99,1020.594,16.42,100,75,4
584,"Road-750 Black, 58",343.6496,539.99,323.994,20.79,100,75,4
585,"Touring-3000 Blue, 44",461.4448,742.35,445.41,28.77,100,75,4
586,"Touring-3000 Blue, 50",461.4448,742.35,445.41,29.13,100,75,4
587,"Mountain-400-W Silver, 38",419.7784,769.49,461.694,26.35,100,75,4
588,"Mountain-400-W Silver, 40",419.7784,769.49,461.694,26.77,100,75,4
589,"Mountain-400-W Silver, 42",419.7784,769.49,461.694,27.13,100,75,4
590,"Mountain-400-W Silver, 46",419.7784,769.49,461.694,27.42,100,75,4
604,"Road-750 Black, 44",343.6496,539.99,323.994,19.77,100,75,4
605,"Road-750 Black, 48",343.6496,539.99,323.994,20.13,100,75,4
606,"Road-750 Black, 52",343.6496,539.99,323.994,20.42,100,75,4
409,"ML Mountain Frame - Black, 38",185.8193,348.76,209.256,2.73,500,375,2
417,"ML Road Frame-W - Yellow, 38",300.1188,540.7545,324.4527,2.18,500,375,2
418,"ML Road Frame-W - Yellow, 38",360.9428,594.83,356.898,2.18,500,375,2
549,"ML Mountain Frame-W - Silver, 38",199.3757,364.09,218.454,2.73,500,375,2
550,"LL Mountain Frame - Black, 40",136.785,249.79,149.874,2.88,500,375,2
551,"LL Mountain Frame - Silver, 40",144.5938,264.05,158.43,2.88,500,375,2
210,"HL Road Frame - Black, 58",,,,2.24,500,375,1
211,"HL Road Frame - Red, 58",,,,2.24,500,375,1
238,"HL Road Frame - Red, 62",747.9682,1263.4598,758.0759,2.3,500,375,1
239,"HL Road Frame - Red, 62",722.2568,1301.3636,780.8182,2.3,500,375,1
240,"HL Road Frame - Red, 62",868.6342,1431.5,858.9,2.3,500,375,1
241,"HL Road Frame - Red, 44",747.9682,1263.4598,758.0759,2.12,500,375,1
242,"HL Road Frame - Red, 44",722.2568,1301.3636,780.8182,2.12,500,375,1
243,"HL Road Frame - Red, 44",868.6342,1431.5,858.9,2.12,500,375,1
244,"HL Road Frame - Red, 48",747.9682,1263.4598,758.0759,2.16,500,375,1
245,"HL Road Frame - Red, 48",722.2568,1301.3636,780.8182,2.16,500,375,1
246,"HL Road Frame - Red, 48",868.6342,1431.5,858.9,2.16,500,375,1
247,"HL Road Frame - Red, 52",747.9682,1263.4598,758.0759,2.2,500,375,1
248,"HL Road Frame - Red, 52",722.2568,1301.3636,780.8182,2.2,500,375,1
249,"HL Road Frame - Red, 52",868.6342,1431.5,858.9,2.2,500,375,1
250,"HL Road Frame - Red, 56",747.9682,1263.4598,758.0759,2.24,500,375,1
251,"HL Road Frame - Red, 56",722.2568,1301.3636,780.8182,2.24,500,375,1
252,"HL Road Frame - Red, 56",868.6342,1431.5,858.9,2.24,500,375,1
253,"LL Road Frame - Black, 58",176.1997,297.6346,178.5808,2.46,500,375,1
254,"LL Road Frame - Black, 58",170.1428,306.5636,183.9382,2.46,500,375,1
255,"LL Road Frame - Black, 58",204.6251,337.22,202.332,2.46,500,375,1
256,"LL Road Frame - Black, 60",176.1997,297.6346,178.5808,2.48,500,375,1
257,"LL Road Frame - Black, 60",170.1428,306.5636,183.9382,2.48,500,375,1
258,"LL Road Frame - Black, 60",204.6251,337.22,202.332,2.48,500,375,1
259,"LL Road Frame - Black, 62",176.1997,297.6346,178.5808,2.5,500,375,1
260,"LL Road Frame - Black, 62",170.1428,306.5636,183.9382,2.5,500,375,1
261,"LL Road Frame - Black, 62",204.6251,337.22,202.332,2.5,500,375,1
262,"LL Road Frame - Red, 44",181.4857,306.5636,183.9382,2.32,500,375,1
263,"LL Road Frame - Red, 44",187.1571,337.22,202.332,2.32,500,375,1
264,"LL Road Frame - Red, 48",181.4857,306.5636,183.9382,2.36,500,375,1
265,"LL Road Frame - Red, 48",187.1571,337.22,202.332,2.36,500,375,1
266,"LL Road Frame - Red, 52",181.4857,306.5636,183.9382,2.4,500,375,1
267,"LL Road Frame - Red, 52",187.1571,337.22,202.332,2.4,500,375,1
268,"LL Road Frame - Red, 58",181.4857,306.5636,183.9382,2.46,500,375,1
269,"LL Road Frame - Red, 58",187.1571,337.22,202.332,2.46,500,375,1
270,"LL Road Frame - Red, 60",181.4857,306.5636,183.9382,2.48,500,375,1
271,"LL Road Frame - Red, 60",187.1571,337.22,202.332,2.48,500,375,1
272,"LL Road Frame - Red, 62",181.4857,306.5636,183.9382,2.5,500,375,1
273,"LL Road Frame - Red, 62",187.1571,337.22,202.332,2.5,500,375,1
274,"ML Road Frame - Red, 44",352.1394,594.83,356.898,2.22,500,375,1
275,"ML Road Frame - Red, 48",352.1394,594.83,356.898,2.26,500,375,1
276,"ML Road Frame - Red, 52",352.1394,594.83,356.898,2.3,500,375,1
277,"ML Road Frame - Red, 58",352.1394,594.83,356.898,2.36,500,375,1
278,"ML Road Frame - Red, 60",352.1394,594.83,356.898,2.38,500,375,1
279,"LL Road Frame - Black, 44",176.1997,297.6346,178.5808,2.32,500,375,1
280,"LL Road Frame - Black, 44",170.1428,306.5636,183.9382,2.32,500,375,1
281,"LL Road Frame - Black, 44",204.6251,337.22,202.332,2.32,500,375,1
282,"LL Road Frame - Black, 48",176.1997,297.6346,178.5808,2.36,500,375,1
283,"LL Road Frame - Black, 48",170.1428,306.5636,183.9382,2.36,500,375,1
284,"LL Road Frame - Black, 48",204.6251,337.22,202.332,2.36,500,375,1
285,"LL Road Frame - Black, 52",176.1997,297.6346,178.5808,2.4,500,375,1
286,"LL Road Frame - Black, 52",170.1428,306.5636,183.9382,2.4,500,375,1
287,"LL Road Frame - Black, 52",204.6251,337.22,202.332,2.4,500,375,1
426,"ML Mountain Frame - Black, 40",185.8193,348.76,209.256,2.77,500,375,1
427,"ML Mountain Frame - Black, 44",185.8193,348.76,209.256,2.81,500,375,1
428,"ML Mountain Frame - Black, 48",185.8193,348.76,209.256,2.85,500,375,1
429,"ML Road Frame-W - Yellow, 40",300.1188,540.7545,324.4527,2.22,500,375,1
430,"ML Road Frame-W - Yellow, 40",360.9428,594.83,356.898,2.22,500,375,1
431,"ML Road Frame-W - Yellow, 42",300.1188,540.7545,324.4527,2.26,500,375,1
432,"ML Road Frame-W - Yellow, 42",360.9428,594.83,356.898,2.26,500,375,1
433,"ML Road Frame-W - Yellow, 44",300.1188,540.7545,324.4527,2.3,500,375,1
434,"ML Road Frame-W - Yellow, 44",360.9428,594.83,356.898,2.3,500,375,1
435,"ML Road Frame-W - Yellow, 48",300.1188,540.7545,324.4527,2.34,500,375,1
436,"ML Road Frame-W - Yellow, 48",360.9428,594.83,356.898,2.34,500,375,1
437,"HL Road Frame - Black, 62",722.2568,1301.3636,780.8182,2.3,500,375,1
438,"HL Road Frame - Black, 62",868.6342,1431.5,858.9,2.3,500,375,1
439,"HL Road Frame - Black, 44",722.2568,1301.3636,780.8182,2.12,500,375,1
440,"HL Road Frame - Black, 44",868.6342,1431.5,858.9,2.12,500,375,1
441,"HL Road Frame - Black, 48",722.2568,1301.3636,780.8182,2.16,500,375,1
442,"HL Road Frame - Black, 48",868.6342,1431.5,858.9,2.16,500,375,1
443,"HL Road Frame - Black, 52",722.2568,1301.3636,780.8182,2.2,500,375,1
444,"HL Road Frame - Black, 52",868.6342,1431.5,858.9,2.2,500,375,1
492,"HL Touring Frame - Yellow, 60",601.7437,1003.91,602.346,3.08,500,375,1
494,"HL Touring Frame - Yellow, 46",601.7437,1003.91,602.346,2.96,500,375,1
495,"HL Touring Frame - Yellow, 50",601.7437,1003.91,602.346,3.0,500,375,1
496,"HL Touring Frame - Yellow, 54",601.7437,1003.91,602.346,3.04,500,375,1
497,"HL Touring Frame - Blue, 46",601.7437,1003.91,602.346,2.96,500,375,1
498,"HL Touring Frame - Blue, 50",601.7437,1003.91,602.346,3.0,500,375,1
499,"HL Touring Frame - Blue, 54",601.7437,1003.91,602.346,3.04,500,375,1
500,"HL Touring Frame - Blue, 60",601.7437,1003.91,602.346,3.08,500,375,1
502,"LL Touring Frame - Blue, 50",199.8519,333.42,200.052,3.1,500,375,1
503,"LL Touring Frame - Blue, 54",199.8519,333.42,200.052,3.14,500,375,1
504,"LL Touring Frame - Blue, 58",199.8519,333.42,200.052,3.16,500,375,1
505,"LL Touring Frame - Blue, 62",199.8519,333.42,200.052,3.2,500,375,1
510,"LL Touring Frame - Blue, 44",199.8519,333.42,200.052,3.02,500,375,1
511,"ML Mountain Frame-W - Silver, 40",199.3757,364.09,218.454,2.77,500,375,1
512,"ML Mountain Frame-W - Silver, 42",199.3757,364.09,218.454,2.81,500,375,1
513,"ML Mountain Frame-W - Silver, 46",199.3757,364.09,218.454,2.85,500,375,1
514,Rear Brakes,47.286,106.5,63.9,317.0,500,375,1
524,"LL Mountain Frame - Silver, 42",144.5938,264.05,158.43,2.92,500,375,1
525,"LL Mountain Frame - Silver, 44",144.5938,264.05,158.43,2.96,500,375,1
526,"LL Mountain Frame - Silver, 48",144.5938,264.05,158.43,3.0,500,375,1
527,"LL Mountain Frame - Silver, 52",144.5938,264.05,158.43,3.04,500,375,1
531,"LL Mountain Frame - Black, 42",136.785,249.79,149.874,2.92,500,375,1
532,"LL Mountain Frame - Black, 44",136.785,249.79,149.874,2.96,500,375,1
533,"LL Mountain Frame - Black, 48",136.785,249.79,149.874,3.0,500,375,1
534,"LL Mountain Frame - Black, 52",136.785,249.79,149.874,3.04,500,375,1
552,Front Derailleur,40.6216,91.49,54.894,88.0,500,375,1
555,Front Brakes,47.286,106.5,63.9,317.0,500,375,1
556,LL Crankset,77.9176,175.49,105.294,600.0,500,375,1
557,ML Crankset,113.8816,256.49,153.894,635.0,500,375,1
558,HL Crankset,179.8156,404.99,242.994,575.0,500,375,1
601,LL Bottom Bracket,23.9716,53.99,32.394,223.0,500,375,1
602,ML Bottom Bracket,44.9506,101.24,60.744,168.0,500,375,1
603,HL Bottom Bracket,53.9416,121.49,72.894,170.0,500,375,1
180,LL Mountain Rim,,,,435.0,800,600,0
181,ML Mountain Rim,,,,450.0,800,600,0
182,HL Mountain Rim,,,,400.0,800,600,0
183,LL Road Rim,,,,445.0,800,600,0
184,ML Road Rim,,,,450.0,800,600,0
185,HL Road Rim,,,,400.0,800,600,0
186,Touring Rim,,,,460.0,800,600,0
591,"Mountain-500 Silver, 40",308.2179,564.99,338.994,27.35,100,75,4
592,"Mountain-500 Silver, 42",308.2179,564.99,338.994,27.77,100,75,4
593,"Mountain-500 Silver, 44",308.2179,564.99,338.994,28.13,100,75,4
594,"Mountain-500 Silver, 48",308.2179,564.99,338.994,28.42,100,75,4
595,"Mountain-500 Silver, 52",308.2179,564.99,338.994,28.68,100,75,4
596,"Mountain-500 Black, 40",294.5797,539.99,323.994,27.35,100,75,4
597,"Mountain-500 Black, 42",294.5797,539.99,323.994,27.77,100,75,4
598,"Mountain-500 Black, 44",294.5797,539.99,323.994,28.13,100,75,4
599,"Mountain-500 Black, 48",294.5797,539.99,323.994,28.42,100,75,4
600,"Mountain-500 Black, 52",294.5797,539.99,323.994,28.68,100,75,4
