CurrencyKey,DateKey,Average Rate,End Of Day Rate
3,20190921,0.363636363636364,0.363596698541977
3,20190922,0.363636363636364,0.36368926389293
3,20190923,0.36101083032491,0.36094567767551
3,20190924,0.359712230215827,0.359802828050229
3,20190925,0.3584229390681,0.358397247509139
3,20190926,0.353356890459364,0.35340684195646
3,20190927,0.353356890459364,0.353281989684166
3,20190928,0.353356890459364,0.353381864442717
3,20190929,0.353356890459364,0.353269509308652
3,20190930,0.337837837837838,0.337929170045958
3,20191001,0.344839477223353,0.344744372048126
3,20191002,0.352125074826578,0.352125074826578
3,20191003,0.352125074826578,0.35210027815922
3,20191004,0.352125074826578,0.352224296431968
3,20191005,0.352125074826578,0.35210027815922
3,20191006,0.352125074826578,0.352174678640606
3,20191007,0.318471337579618,0.318451054072989
3,20191008,0.318471337579618,0.318511912345522
3,20191009,0.318471337579618,0.318390219052471
3,20191010,0.318471337579618,0.31854235020546
3,20191011,0.318471337579618,0.318390219052471
3,20191012,0.318471337579618,0.318532203605785
3,20191013,0.318471337579618,0.318451054072989
3,20191014,0.344839477223353,0.344922737306843
3,20191015,0.336700336700337,0.336700336700337
3,20191016,0.332225913621262,0.332236951393734
3,20191017,0.32258064516129,0.322518222279559
3,20191018,0.32258064516129,0.322622273841786
3,20191019,0.32258064516129,0.322539027222294
3,20191020,0.32258064516129,0.322601458158591
3,20191021,0.314465408805031,0.314445632350167
3,20191022,0.313489451079971,0.313577924114142
3,20191023,0.3125,0.312460942382202
3,20191024,0.3125,0.312509765930185
3,20191025,0.3125,0.3125
3,20191026,0.3125,0.312548835755587
3,20191027,0.3125,0.312460942382202
3,20191028,0.3125,0.31252929962184
3,20191029,0.31055900621118,0.310481867858917
3,20191030,0.31055900621118,0.310645832686154
3,20191031,0.31055900621118,0.310520432244442
3,20191101,0.31055900621118,0.31062653371851
3,20191102,0.31055900621118,0.310481867858917
3,20191103,0.31055900621118,0.310665134052005
3,20191104,0.31055900621118,0.310539718029936
3,20191105,0.31055900621118,0.31057829678862
3,20191106,0.31055900621118,0.31055900621118
3,20191107,0.31055900621118,0.310665134052005
3,20191108,0.31055900621118,0.310549361821061
3,20191109,0.31055900621118,0.310587942976054
3,20191110,0.31055900621118,0.310539718029936
3,20191111,0.292406210707915,0.292423311986432
3,20191112,0.286532951289398,0.286524741411421
3,20191113,0.277777777777778,0.27782408179141
3,20191114,0.278559291345163,0.278512741957945
3,20191115,0.280112044817927,0.280119891313482
3,20191116,0.280112044817927,0.280088507968518
3,20191117,0.280112044817927,0.280182679106778
3,20191118,0.277015983822267,0.277015983822267
3,20191119,0.275489682911375,0.275520044083207
3,20191120,0.273980109044083,0.273950086294277
3,20191121,0.274725274725275,0.274740370350019
3,20191122,0.273980109044083,0.273920070123538
3,20191123,0.273980109044083,0.27401764673645
3,20191124,0.273980109044083,0.273965096846662
3,20191125,0.286532951289398,0.286590433611326
3,20191126,0.28735632183908,0.287298531904502
3,20191127,0.286532951289398,0.286557583746454
3,20191128,0.285714285714286,0.285673475217826
3,20191129,0.285714285714286,0.285779606767261
3,20191130,0.285714285714286,0.285689798017313
3,20191201,0.285714285714286,0.285795941697628
3,20191202,0.280898876404494,0.280883096455255
3,20191203,0.28328611898017,0.283310196333966
3,20191204,0.284090909090909,0.284066698860893
3,20191205,0.277777777777778,0.277808645405045
3,20191206,0.272486988746287,0.272472139723713
3,20191207,0.272486988746287,0.272501839387416
3,20191208,0.272486988746287,0.272472139723713
3,20191209,0.264550264550265,0.264627272486702
3,20191210,0.258397932816538,0.25835787733168
3,20191211,0.25974025974026,0.259767248545303
3,20191212,0.26246719160105,0.262412091949197
3,20191213,0.261780104712042,0.261786957773764
3,20191214,0.261780104712042,0.261718443298699
3,20191215,0.261780104712042,0.261814373609111
3,20191216,0.261780104712042,0.26177325200911
3,20191217,0.275489682911375,0.275504862660826
3,20191218,0.279329608938547,0.279329608938547
3,20191219,0.279329608938547,0.279392042914618
3,20191220,0.279329608938547,0.279267202859696
3,20191221,0.279329608938547,0.279392042914618
3,20191222,0.279329608938547,0.279329608938547
3,20191223,0.282485875706215,0.282501836261936
3,20191224,0.282485875706215,0.282485875706215
3,20191225,0.280898876404494,0.280930441622654
3,20191226,0.279329608938547,0.279267202859696
3,20191227,0.279329608938547,0.279392042914618
3,20191228,0.279329608938547,0.279314004804201
3,20191229,0.279329608938547,0.279407655769768
3,20191230,0.277777777777778,0.277731489196245
3,20191231,0.28169014084507,0.281698076002141
3,20200101,0.282485875706215,0.282414075517524
3,20200102,0.280898876404494,0.280946226892173
3,20200103,0.280898876404494,0.280883096455255
3,20200104,0.280898876404494,0.280914658126861
3,20200105,0.280898876404494,0.280851541874965
3,20200106,0.280898876404494,0.280914658126861
3,20200107,0.273224043715847,0.273164335664336
3,20200108,0.273980109044083,0.273995122886813
3,20200109,0.273224043715847,0.273179260230563
3,20200110,0.273224043715847,0.273246440965106
3,20200111,0.273224043715847,0.273209114256052
3,20200112,0.273224043715847,0.273276309676714
3,20200113,0.273224043715847,0.273224043715847
3,20200114,0.27027027027027,0.270321412159057
3,20200115,0.267379679144385,0.26732249786142
3,20200116,0.277015983822267,0.277015983822267
3,20200117,0.277015983822267,0.27698529208099
3,20200118,0.277015983822267,0.277046682365979
3,20200119,0.277015983822267,0.277000637101465
3,20200120,0.277015983822267,0.277062034189455
3,20200121,0.274725274725275,0.274725274725275
3,20200122,0.273980109044083,0.274002630425252
3,20200123,0.274725274725275,0.274725274725275
3,20200124,0.274725274725275,0.274755467633806
3,20200125,0.274725274725275,0.274725274725275
3,20200126,0.274725274725275,0.274755467633806
3,20200127,0.275489682911375,0.275474504834578
3,20200128,0.275489682911375,0.275504862660826
3,20200129,0.274725274725275,0.274725274725275
3,20200130,0.274725274725275,0.274740370350019
3,20200131,0.274725274725275,0.27467999780256
3,20200201,0.274725274725275,0.274763016897926
3,20200202,0.274725274725275,0.274649821477616
3,20200203,0.274725274725275,0.274778116670788
3,20200204,0.276243093922652,0.276166804750069
3,20200205,0.279329608938547,0.279360822438261
3,20200206,0.277777777777778,0.277762346536304
3,20200207,0.277777777777778,0.277808645405045
3,20200208,0.277777777777778,0.277731489196245
3,20200209,0.277777777777778,0.27782408179141
3,20200210,0.274725274725275,0.274710180759299
3,20200211,0.276243093922652,0.276288887660938
3,20200212,0.276243093922652,0.276212573196332
3,20200213,0.275489682911375,0.275535227178795
3,20200214,0.275489682911375,0.275428980637343
3,20200215,0.275489682911375,0.275542819354128
3,20200216,0.275489682911375,0.275459328430157
3,20200217,0.275489682911375,0.275520044083207
3,20200218,0.273980109044083,0.273935077386659
3,20200219,0.273224043715847,0.273276309676714
3,20200220,0.277015983822267,0.27695460713989
3,20200221,0.275489682911375,0.275527635421833
3,20200222,0.275489682911375,0.275428980637343
3,20200223,0.275489682911375,0.275489682911375
3,20200224,0.276243093922652,0.276182059213434
3,20200225,0.274725274725275,0.274763016897926
3,20200226,0.276243093922652,0.276182059213434
3,20200227,0.274725274725275,0.274755467633806
3,20200228,0.274725274725275,0.274649821477616
3,20200229,0.274725274725275,0.274755467633806
3,20200301,0.274725274725275,0.27467999780256
3,20200302,0.273980109044083,0.273980109044083
3,20200303,0.275489682911375,0.275474504834578
3,20200304,0.274725274725275,0.274755467633806
3,20200305,0.271739130434783,0.271694832364288
3,20200306,0.271739130434783,0.271761284887355
3,20200307,0.271739130434783,0.271680069550098
3,20200308,0.271739130434783,0.27177605652942
3,20200309,0.272486988746287,0.272427602364672
3,20200310,0.273980109044083,0.273980109044083
3,20200311,0.272486988746287,0.272472139723713
3,20200312,0.271739130434783,0.271768670507664
3,20200313,0.271739130434783,0.271694832364288
3,20200314,0.271739130434783,0.27177605652942
3,20200315,0.271739130434783,0.271709596782958
3,20200316,0.267379679144385,0.267429732837697
3,20200317,0.265957446808511,0.265964520332988
3,20200318,0.265957446808511,0.266006969382598
3,20200319,0.266666666666667,0.26663111585122
3,20200320,0.266666666666667,0.266680889647448
3,20200321,0.266666666666667,0.26663111585122
3,20200322,0.266666666666667,0.266695114145509
3,20200323,0.265957446808511,0.265915013561666
3,20200324,0.267379679144385,0.267415429870304
3,20200325,0.267379679144385,0.267308206361935
3,20200326,0.27027027027027,0.27027027027027
3,20200327,0.27027027027027,0.270226449764903
3,20200328,0.27027027027027,0.270277575069596
3,20200329,0.27027027027027,0.270226449764903
3,20200330,0.27027027027027,0.270306798215975
3,20200331,0.273224043715847,0.273224043715847
3,20200401,0.273224043715847,0.273291246481375
3,20200402,0.277777777777778,0.277731489196245
3,20200403,0.276243093922652,0.276258356815294
3,20200404,0.276243093922652,0.276212573196332
3,20200405,0.276243093922652,0.276288887660938
3,20200406,0.276243093922652,0.276243093922652
3,20200407,0.277015983822267,0.277062034189455
3,20200408,0.277015983822267,0.276969948760559
3,20200409,0.277015983822267,0.277077387714389
3,20200410,0.277015983822267,0.276969948760559
3,20200411,0.277015983822267,0.277069710739222
3,20200412,0.277015983822267,0.276969948760559
3,20200413,0.277777777777778,0.27783951989331
3,20200414,0.280112044817927,0.280088507968518
3,20200415,0.28169014084507,0.281698076002141
3,20200416,0.28328611898017,0.283278094104983
3,20200417,0.28328611898017,0.283294144310037
3,20200418,0.28328611898017,0.283221932706469
3,20200419,0.28328611898017,0.283326250177079
3,20200420,0.280112044817927,0.280072818932923
3,20200421,0.282485875706215,0.282565696524442
3,20200422,0.282485875706215,0.282430027960573
3,20200423,0.28169014084507,0.281745696334488
3,20200424,0.28169014084507,0.281666338055939
3,20200425,0.28169014084507,0.281713947657549
3,20200426,0.28169014084507,0.281642539289134
3,20200427,0.28169014084507,0.281761573356626
3,20200428,0.28328611898017,0.283221932706469
3,20200429,0.28328611898017,0.283358363322093
3,20200430,0.28169014084507,0.281682206135038
3,20200501,0.28328611898017,0.283358363322093
3,20200502,0.28328611898017,0.283221932706469
3,20200503,0.28169014084507,0.281761573356626
3,20200504,0.28169014084507,0.281642539289134
3,20200505,0.28169014084507,0.281713947657549
3,20200506,0.28169014084507,0.281666338055939
3,20200507,0.28169014084507,0.281745696334488
3,20200508,0.282485875706215,0.282430027960573
3,20200509,0.282485875706215,0.282565696524442
3,20200510,0.280112044817927,0.280072818932923
3,20200511,0.28328611898017,0.283326250177079
3,20200512,0.28328611898017,0.283221932706469
3,20200513,0.28328611898017,0.283294144310037
3,20200514,0.28328611898017,0.283278094104983
3,20200515,0.28169014084507,0.281698076002141
3,20200516,0.280112044817927,0.280088507968518
3,20200517,0.277777777777778,0.27783951989331
3,20200518,0.277015983822267,0.276969948760559
3,20200519,0.277015983822267,0.277069710739222
3,20200520,0.277015983822267,0.276969948760559
3,20200521,0.277015983822267,0.277077387714389
3,20200522,0.277015983822267,0.276969948760559
3,20200523,0.277015983822267,0.277062034189455
3,20200524,0.276243093922652,0.276243093922652
3,20200525,0.276243093922652,0.276288887660938
3,20200526,0.276243093922652,0.276212573196332
3,20200527,0.276243093922652,0.276258356815294
3,20200528,0.277777777777778,0.277731489196245
3,20200529,0.273224043715847,0.273291246481375
3,20200530,0.273224043715847,0.273224043715847
3,20200531,0.27027027027027,0.270306798215975
3,20200601,0.27027027027027,0.270226449764903
3,20200602,0.27027027027027,0.270277575069596
3,20200603,0.27027027027027,0.270226449764903
3,20200604,0.27027027027027,0.27027027027027
3,20200605,0.267379679144385,0.267308206361935
3,20200606,0.267379679144385,0.267415429870304
3,20200607,0.265957446808511,0.265915013561666
3,20200608,0.266666666666667,0.266695114145509
3,20200609,0.266666666666667,0.26663111585122
3,20200610,0.266666666666667,0.266680889647448
3,20200611,0.266666666666667,0.26663111585122
3,20200612,0.265957446808511,0.266006969382598
3,20200613,0.265957446808511,0.265964520332988
3,20200614,0.267379679144385,0.267429732837697
3,20200615,0.271739130434783,0.271709596782958
3,20200616,0.271739130434783,0.27177605652942
3,20200617,0.271739130434783,0.271694832364288
3,20200618,0.271739130434783,0.271768670507664
3,20200619,0.272486988746287,0.272472139723713
3,20200620,0.273980109044083,0.273980109044083
3,20200621,0.272486988746287,0.272427602364672
3,20200622,0.271739130434783,0.27177605652942
3,20200623,0.271739130434783,0.271680069550098
3,20200624,0.271739130434783,0.271761284887355
3,20200625,0.271739130434783,0.271694832364288
3,20200626,0.274725274725275,0.274755467633806
3,20200627,0.275489682911375,0.275474504834578
3,20200628,0.273980109044083,0.273980109044083
3,20200629,0.274725274725275,0.27467999780256
3,20200630,0.274725274725275,0.274755467633806
3,20170707,1.00050025012506,0.999900009999
3,20170708,1.00050025012506,1.001001001001
3,20170811,1.00050025012506,1.00130169219986
3,20170812,1.00050025012506,0.999600159936026
3,20170813,1.00050025012506,1.00110121133247
3,20170818,1.00050025012506,1.00030009002701
3,20170819,1.00050025012506,1.00090081072966
3,20170825,1.00050025012506,1.00130169219986
3,20170826,1.00050025012506,0.999700089973008
3,20170827,1.00050025012506,1.00140196274785
3,20170901,1.00050025012506,0.999700089973008
3,20170902,1.00050025012506,1.00110121133247
3,20170903,1.00050025012506,1.000100010001
3,20170908,1.00050025012506,1.00120144173008
3,20170909,1.00050025012506,0.999800039992002
3,20170910,1.00050025012506,1.00070049034324
3,20170915,1.00050025012506,0.999600159936026
3,20170916,1.00050025012506,1.00090081072966
3,20170917,1.00050025012506,0.999600159936026
3,20170922,1.00050025012506,1.00070049034324
3,20170923,1.00050025012506,0.999600159936026
3,20170924,1.00050025012506,1.00050025012506
3,20170929,1.00050025012506,1.00040016006403
3,20170930,1.00050025012506,1.001001001001
3,20171001,1.00050025012506,1.00040016006403
3,20171103,1.00050025012506,1.00140196274785
3,20171104,1.00050025012506,1.000200040008
3,20171105,1.00050025012506,1.00150225338007
3,20171117,1.00050025012506,1.00110121133247
3,20171118,1.00050025012506,0.999800039992002
3,20171119,1.00050025012506,1.00080064051241
3,20171208,1.00050025012506,1.000200040008
3,20171209,1.00050025012506,1.00120144173008
3,20171210,1.00050025012506,0.999600159936026
3,20171215,1.00050025012506,1.00080064051241
3,20171216,1.00050025012506,0.999900009999
3,20171222,1.00050025012506,1.00040016006403
3,20171223,1.00050025012506,1.00050025012506
3,20171224,1.00050025012506,1.000200040008
3,20180112,1.00050025012506,1.00090081072966
3,20180114,1.00050025012506,1.001001001001
3,20180119,1.00050025012506,0.999700089973008
3,20180120,1.00050025012506,1.00050025012506
3,20180121,1.00050025012506,0.999900009999
3,20180126,1.00050025012506,1.001001001001
3,20180127,1.00050025012506,0.999700089973008
3,20180128,1.00050025012506,1.00110121133247
3,20180504,1.00050025012506,1.001001001001
3,20180505,1.00050025012506,0.999800039992002
3,20180506,1.00050025012506,1.00140196274785
3,20180706,1.00050025012506,1.000200040008
3,20180707,1.00050025012506,1.00110121133247
3,20180708,1.00050025012506,1.000100010001
3,20180713,1.00050025012506,1.00090081072966
3,20180714,1.00050025012506,1.000100010001
3,20180715,1.00050025012506,1.00120144173008
3,20180720,1.00050025012506,0.999600159936026
3,20180721,1.00050025012506,1.00130169219986
3,20180722,1.00050025012506,1.000200040008
3,20180803,1.00050025012506,0.999800039992002
3,20180804,1.00050025012506,1.00150225338007
3,20180805,1.00050025012506,1.00030009002701
3,20180921,1.00050025012506,1.00140196274785
3,20180922,1.00050025012506,0.999600159936026
3,20180923,1.00050025012506,1.00120144173008
3,20181102,1.00050025012506,1.00070049034324
3,20181103,1.00050025012506,0.999800039992002
3,20181104,1.00050025012506,1.00130169219986
3,20181108,1.00050025012506,1.001001001001
3,20181109,1.00050025012506,0.999900009999
3,20181110,1.00050025012506,1.00150225338007
3,20181111,1.00050025012506,1.000100010001
3,20181116,1.00050025012506,1.00090081072966
3,20181117,1.00050025012506,0.999700089973008
3,20181118,1.00050025012506,1.00140196274785
3,20181130,1.00050025012506,1.00080064051241
3,20181201,1.00050025012506,0.999800039992002
3,20181202,1.00050025012506,1.00090081072966
3,20181203,1.00050025012506,0.999800039992002
3,20181207,1.00050025012506,1.00050025012506
3,20181208,1.00050025012506,1.00120144173008
3,20181209,1.00050025012506,0.999800039992002
3,20181227,1.00050025012506,0.999900009999
3,20190121,1.00050025012506,1.00120144173008
3,20190228,1.00050025012506,1.00140196274785
3,20171007,1.00040016006403,0.999700089973008
3,20171217,1.00040016006403,1.00090081072966
3,20171218,1.00040016006403,0.999700089973008
3,20180426,1.00040016006403,1.00120144173008
3,20180509,1.00040016006403,0.999600159936026
3,20180531,1.00040016006403,0.999600159936026
3,20180604,1.00040016006403,1.00030009002701
3,20180727,1.00040016006403,1.00080064051241
3,20180728,1.00040016006403,0.999600159936026
3,20180729,1.00040016006403,1.001001001001
3,20180810,1.00040016006403,1.00070049034324
3,20180811,1.00040016006403,0.999600159936026
3,20180812,1.00040016006403,1.00050025012506
3,20180817,1.00040016006403,1.000200040008
3,20180818,1.00040016006403,1.001001001001
3,20180819,1.00040016006403,1.00030009002701
3,20180824,1.00040016006403,1.00120144173008
3,20180825,1.00040016006403,0.999700089973008
3,20180826,1.00040016006403,1.00070049034324
3,20180913,1.00040016006403,1.00090081072966
3,20180919,1.00040016006403,1.00070049034324
3,20181214,1.00040016006403,1.001001001001
3,20181215,1.00040016006403,0.999600159936026
3,20181216,1.00040016006403,1.00080064051241
3,20181221,1.00040016006403,0.999600159936026
3,20181222,1.00040016006403,1.00050025012506
3,20181223,1.00040016006403,0.999600159936026
3,20181224,1.00040016006403,1.00070049034324
3,20190103,1.00040016006403,1.00130169219986
3,20190107,1.00040016006403,1.00090081072966
3,20190108,1.00040016006403,0.999900009999
3,20190109,1.00040016006403,1.001001001001
3,20190115,1.00040016006403,1.00090081072966
3,20190128,1.00040016006403,0.999800039992002
3,20190218,1.00040016006403,1.00090081072966
3,20190221,1.00040016006403,1.000100010001
3,20190305,1.00040016006403,1.00030009002701
3,20190306,1.00040016006403,1.001001001001
3,20190307,1.00040016006403,0.999800039992002
3,20190308,1.00040016006403,1.00120144173008
3,20190309,1.00040016006403,0.999900009999
3,20190310,1.00040016006403,1.00120144173008
3,20190311,1.00040016006403,0.999500249875062
3,20190312,1.00040016006403,1.00120144173008
3,20190313,1.00040016006403,1.00040016006403
3,20190314,1.00040016006403,1.00090081072966
3,20190315,1.00040016006403,0.999800039992002
3,20190316,1.00040016006403,1.00130169219986
3,20190317,1.00040016006403,1.000200040008
3,20190318,1.00040016006403,1.00080064051241
3,20190319,1.00040016006403,1.000100010001
3,20190320,1.00040016006403,1.00070049034324
3,20190321,1.00040016006403,0.999900009999
3,20190322,1.00040016006403,1.00120144173008
3,20190323,1.00040016006403,1.00040016006403
3,20190324,1.00040016006403,1.00080064051241
3,20190325,1.00040016006403,1.000100010001
3,20190326,1.00040016006403,1.00070049034324
3,20190327,1.00040016006403,1.00030009002701
3,20190328,1.00040016006403,1.00050025012506
3,20190329,1.00040016006403,0.999900009999
3,20190330,1.00040016006403,1.00090081072966
3,20190331,1.00040016006403,1.000100010001
3,20190401,1.00040016006403,1.00120144173008
3,20190402,1.00040016006403,1.00040016006403
3,20190403,1.00040016006403,1.001001001001
3,20190404,1.00040016006403,0.999700089973008
3,20190405,1.00040016006403,1.001001001001
3,20190406,1.00040016006403,1.000100010001
3,20190407,1.00040016006403,1.001001001001
3,20190408,1.00040016006403,0.999600159936026
3,20190409,1.00040016006403,1.00040016006403
3,20190411,1.00040016006403,1.00050025012506
3,20190412,1.00040016006403,0.999500249875062
3,20190413,1.00040016006403,1.00130169219986
3,20190414,1.00040016006403,0.999600159936026
3,20190415,1.00040016006403,1.00090081072966
3,20190416,1.00040016006403,1.00040016006403
3,20190417,1.00040016006403,1.00090081072966
3,20190418,1.00040016006403,0.999700089973008
3,20190419,1.00040016006403,1.00070049034324
3,20190420,1.00040016006403,0.999600159936026
3,20190421,1.00040016006403,1.001001001001
3,20190422,1.00040016006403,0.999700089973008
3,20190423,1.00040016006403,1.001001001001
3,20190424,1.00040016006403,1.000200040008
3,20190425,1.00040016006403,1.00130169219986
3,20190426,1.00040016006403,0.999700089973008
3,20190427,1.00040016006403,1.00090081072966
3,20190428,1.00040016006403,1.000200040008
3,20190429,1.00040016006403,1.00040016006403
3,20190430,1.00040016006403,0.999900009999
3,20190501,1.00040016006403,1.00050025012506
3,20190502,1.00040016006403,0.999700089973008
3,20190503,1.00040016006403,1.00050025012506
3,20190504,1.00040016006403,1.000200040008
3,20190505,1.00040016006403,1.00050025012506
3,20170705,1.000200040008,0.999900009999
3,20170706,1.000200040008,1.00040016006403
3,20170711,1.000200040008,0.999900009999
3,20170712,1.000200040008,1.00110121133247
3,20170713,1.000200040008,0.999900009999
3,20170717,1.000200040008,0.999600159936026
3,20170718,1.000200040008,1.00080064051241
3,20170719,1.000200040008,1.000100010001
3,20170720,1.000200040008,1.00110121133247
3,20170724,1.000200040008,1.00110121133247
3,20170725,1.000200040008,1.000200040008
3,20170726,1.000200040008,1.00080064051241
3,20170727,1.000200040008,0.999500249875062
3,20170731,1.000200040008,0.999600159936026
3,20170801,1.000200040008,1.00080064051241
3,20170802,1.000200040008,0.999600159936026
3,20170803,1.000200040008,1.00120144173008
3,20170807,1.000200040008,1.000200040008
3,20170809,1.000200040008,1.00110121133247
3,20170810,1.000200040008,0.999800039992002
3,20170816,1.000200040008,0.999600159936026
3,20170817,1.000200040008,1.00110121133247
3,20170828,1.000200040008,0.999500249875062
3,20170829,1.000200040008,1.00110121133247
3,20170830,1.000200040008,0.999600159936026
3,20170831,1.000200040008,1.00030009002701
3,20170904,1.000200040008,1.00110121133247
3,20170905,1.000200040008,0.999900009999
3,20170907,1.000200040008,0.999900009999
3,20170918,1.000200040008,1.00070049034324
3,20170919,1.000200040008,1.000100010001
3,20170920,1.000200040008,1.000200040008
3,20170921,1.000200040008,0.999600159936026
3,20170925,1.000200040008,0.999500249875062
3,20170926,1.000200040008,1.00070049034324
3,20170927,1.000200040008,0.999800039992002
3,20170928,1.000200040008,1.00050025012506
3,20171009,1.000200040008,0.999400359784129
3,20171010,1.000200040008,1.001001001001
3,20171011,1.000200040008,0.999900009999
3,20171012,1.000200040008,1.001001001001
3,20171017,1.000200040008,0.999600159936026
3,20171018,1.000200040008,1.000200040008
3,20171019,1.000200040008,0.999600159936026
3,20171023,1.000200040008,0.999600159936026
3,20171024,1.000200040008,1.00090081072966
3,20171025,1.000200040008,0.999600159936026
3,20171026,1.000200040008,1.000200040008
3,20171030,1.000200040008,1.00030009002701
3,20171031,1.000200040008,0.999700089973008
3,20171101,1.000200040008,1.001001001001
3,20171102,1.000200040008,0.999800039992002
3,20171106,1.000200040008,0.999600159936026
3,20171107,1.000200040008,1.00090081072966
3,20171108,1.000200040008,0.999400359784129
3,20171109,1.000200040008,1.00110121133247
3,20171116,1.000200040008,0.999700089973008
3,20171120,1.000200040008,0.999400359784129
3,20171121,1.000200040008,1.00110121133247
3,20171122,1.000200040008,1.000200040008
3,20171123,1.000200040008,1.00120144173008
3,20171125,1.000200040008,1.000200040008
3,20171126,1.000200040008,0.999400359784129
3,20171127,1.000200040008,1.00090081072966
3,20171128,1.000200040008,0.999600159936026
3,20171129,1.000200040008,1.00070049034324
3,20171130,1.000200040008,0.999600159936026
3,20171205,1.000200040008,1.00050025012506
3,20171206,1.000200040008,0.999400359784129
3,20171207,1.000200040008,1.00030009002701
3,20171211,1.000200040008,1.00070049034324
3,20171212,1.000200040008,0.999600159936026
3,20171213,1.000200040008,1.00070049034324
3,20171214,1.000200040008,0.999900009999
3,20171219,1.000200040008,1.000200040008
3,20171220,1.000200040008,0.999400359784129
3,20171221,1.000200040008,1.001001001001
3,20171225,1.000200040008,1.001001001001
3,20171226,1.000200040008,0.999600159936026
3,20171227,1.000200040008,1.00110121133247
3,20171228,1.000200040008,1.000100010001
3,20180102,1.000200040008,1.00120144173008
3,20180104,1.000200040008,1.00070049034324
3,20180108,1.000200040008,1.00110121133247
3,20180109,1.000200040008,0.999700089973008
3,20180110,1.000200040008,1.00030009002701
3,20180111,1.000200040008,0.999500249875062
3,20180115,1.000200040008,0.999600159936026
3,20180116,1.000200040008,1.001001001001
3,20180117,1.000200040008,0.999500249875062
3,20180118,1.000200040008,1.00080064051241
3,20180122,1.000200040008,1.001001001001
3,20180124,1.000200040008,1.00110121133247
3,20180125,1.000200040008,0.999900009999
3,20180129,1.000200040008,0.999600159936026
3,20180130,1.000200040008,1.00030009002701
3,20180131,1.000200040008,0.999400359784129
3,20180201,1.000200040008,1.000200040008
3,20180206,1.000200040008,1.000200040008
3,20180207,1.000200040008,1.00080064051241
3,20180208,1.000200040008,0.999900009999
3,20180213,1.000200040008,1.00070049034324
3,20180214,1.000200040008,0.999900009999
3,20180215,1.000200040008,1.00050025012506
3,20180219,1.000200040008,1.000200040008
3,20180220,1.000200040008,0.999600159936026
3,20180221,1.000200040008,1.00080064051241
3,20180222,1.000200040008,0.999800039992002
3,20180226,1.000200040008,0.999600159936026
3,20180227,1.000200040008,1.00030009002701
3,20180228,1.000200040008,0.99930048965724
3,20180301,1.000200040008,1.001001001001
3,20180305,1.000200040008,1.00080064051241
3,20180306,1.000200040008,0.999800039992002
3,20180307,1.000200040008,1.00030009002701
3,20180308,1.000200040008,0.999800039992002
3,20180312,1.000200040008,1.000100010001
3,20180313,1.000200040008,1.00050025012506
3,20180319,1.000200040008,1.000200040008
3,20180320,1.000200040008,0.999500249875062
3,20180321,1.000200040008,1.00080064051241
3,20180322,1.000200040008,0.999600159936026
3,20180326,1.000200040008,0.999900009999
3,20180327,1.000200040008,1.001001001001
3,20180328,1.000200040008,0.999600159936026
3,20180329,1.000200040008,1.00120144173008
3,20180403,1.000200040008,0.999400359784129
3,20180404,1.000200040008,1.00030009002701
3,20180405,1.000200040008,0.99930048965724
3,20180409,1.000200040008,0.999900009999
3,20180410,1.000200040008,1.001001001001
3,20180411,1.000200040008,0.999500249875062
3,20180412,1.000200040008,1.00030009002701
3,20180416,1.000200040008,1.001001001001
3,20180417,1.000200040008,0.99930048965724
3,20180418,1.000200040008,1.000200040008
3,20180419,1.000200040008,0.999500249875062
3,20180430,1.000200040008,1.00050025012506
3,20180501,1.000200040008,1.000200040008
3,20180502,1.000200040008,1.00090081072966
3,20180503,1.000200040008,1.000100010001
3,20180507,1.000200040008,0.999800039992002
3,20180508,1.000200040008,1.00080064051241
3,20180514,1.000200040008,1.00080064051241
3,20180516,1.000200040008,1.001001001001
3,20180521,1.000200040008,0.999700089973008
3,20180522,1.000200040008,1.00040016006403
3,20180621,1.000200040008,1.001001001001
3,20180625,1.000200040008,1.00050025012506
3,20180626,1.000200040008,0.999600159936026
3,20180627,1.000200040008,1.00070049034324
3,20180702,1.000200040008,0.99930048965724
3,20180703,1.000200040008,1.00040016006403
3,20180704,1.000200040008,0.999900009999
3,20180705,1.000200040008,1.00040016006403
3,20180709,1.000200040008,1.000200040008
3,20180710,1.000200040008,0.999600159936026
3,20180711,1.000200040008,1.001001001001
3,20180712,1.000200040008,0.999800039992002
3,20180716,1.000200040008,0.999400359784129
3,20180829,1.000200040008,0.999800039992002
3,20180906,1.000200040008,0.999600159936026
3,20180910,1.000200040008,1.000200040008
3,20180912,1.000200040008,0.999900009999
3,20180924,1.000200040008,0.999400359784129
3,20180925,1.000200040008,1.00080064051241
3,20181002,1.000200040008,0.999500249875062
3,20181004,1.000200040008,0.999600159936026
3,20181009,1.000200040008,1.00070049034324
3,20181010,1.000200040008,1.000100010001
3,20181022,1.000200040008,0.999800039992002
3,20181023,1.000200040008,1.00040016006403
3,20181025,1.000200040008,1.00050025012506
3,20181030,1.000200040008,1.000200040008
3,20181031,1.000200040008,1.001001001001
3,20181101,1.000200040008,1.000100010001
3,20181119,1.000200040008,1.000100010001
3,20181205,1.000200040008,0.999400359784129
3,20181206,1.000200040008,1.00030009002701
3,20181217,1.000200040008,0.999500249875062
3,20181220,1.000200040008,1.00110121133247
3,20181225,1.000200040008,1.000200040008
